has_dependents,tenure_mo,home_phone,multi_line,internet_plan,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,unlimited_data_opt,extra_data_fees_total,long_dist_fees_total,received_refund,tenure_log1p,tenure_group,bundle_score,is_autopay,penalty_fees_total,penalty_fee_rate,avg_billed_per_month,fee_minus_avg_billed,recent_offer_missing,left_flag
No,10,0,No,DSL,Month-to-month,No,Electronic check,36.25,374.0,Female,33,No,0,No,0,Unknown,0.0,DSL,23,Yes,0,0.0,0,2.3978952727983707,7-12,3,0,0.0,0.0,37.4,-1.1499999999999986,1,0
No,56,1,Yes,Fiber optic,Month-to-month,No,Electronic check,98.6,5581.05,Male,62,No,0,No,0,Offer B,10.99,Fiber Optic,28,Yes,0,615.44,0,4.04305126783455,49-72,4,0,615.44,0.11027315648489085,99.66160714285715,-1.0616071428571558,0,0
Yes,36,1,Yes,DSL,Two year,Yes,Credit card (automatic),92.9,3379.25,Female,23,Yes,2,Yes,7,Unknown,40.54,Cable,59,Yes,0,1459.44,0,3.6109179126442243,25-48,8,1,1459.44,0.43188281423392766,93.86805555555556,-0.9680555555555515,1,0
No,24,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.5,2088.45,Male,76,No,0,No,0,Unknown,46.13,Fiber Optic,23,Yes,0,1107.12,0,3.2188758248682006,13-24,1,0,1107.12,0.5301156359979889,87.01875,-6.518749999999997,1,0
No,63,1,Yes,Fiber optic,One year,No,Bank transfer (automatic),99.9,6137.0,Female,22,No,0,No,0,Offer B,8.38,Fiber Optic,59,Yes,0,527.94,0,4.1588830833596715,49-72,4,1,527.94,0.0860257454782467,97.41269841269842,2.4873015873015873,0,1
No,35,0,No,DSL,Month-to-month,Yes,Electronic check,39.85,1434.6,Female,77,No,0,No,0,Unknown,0.0,Cable,26,Yes,0,0.0,0,3.58351893845611,25-48,2,0,0.0,0.0,40.988571428571426,-1.1385714285714243,1,0
No,67,1,No,DSL,One year,No,Credit card (automatic),60.5,3870.0,Female,28,No,0,No,0,Offer A,35.99,DSL,73,Yes,0,2411.33,0,4.219507705176107,49-72,4,1,2411.33,0.6230826873385013,57.76119402985075,2.738805970149251,0,0
No,25,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.8,2043.45,Male,64,No,0,No,0,Offer C,8.31,Fiber Optic,22,Yes,0,207.75,0,3.258096538021482,25-48,2,0,207.75,0.10166629964031418,81.738,3.0619999999999976,0,1
No,13,1,No,DSL,Month-to-month,No,Bank transfer (automatic),67.8,842.25,Female,36,No,0,No,0,Offer D,28.45,DSL,30,Yes,0,369.85,0,2.6390573296152584,13-24,6,1,369.85,0.43912140100920155,64.78846153846153,3.011538461538464,0,0
No,35,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.2,2576.2,Male,48,Yes,0,Yes,1,Offer C,48.47,Fiber Optic,12,Yes,0,1696.45,0,3.58351893845611,25-48,0,0,1696.45,0.658508656160236,73.60571428571428,1.5942857142857179,0,1
No,71,1,Yes,No,Two year,No,Bank transfer (automatic),24.85,1901.0,Male,69,Yes,0,No,0,Offer A,22.19,Unknown,0,No,0,1575.49,0,4.276666119016055,49-72,0,1,1575.49,0.8287690689110995,26.774647887323944,-1.9246478873239425,0,0
No,29,1,No,No,Month-to-month,No,Credit card (automatic),19.35,601.6,Female,46,No,0,No,0,Unknown,2.76,Unknown,0,No,0,80.04,0,3.4011973816621555,25-48,0,1,80.04,0.13304521276595746,20.7448275862069,-1.3948275862068975,1,0
No,71,0,No,DSL,Two year,No,Electronic check,49.35,3515.25,Male,44,Yes,0,Yes,1,Unknown,0.0,Cable,25,No,100,0.0,0,4.276666119016055,49-72,4,0,100.0,0.02844747884218761,49.51056338028169,-0.16056338028168682,1,1
No,7,1,No,Fiber optic,Month-to-month,Yes,Electronic check,89.0,605.45,Male,71,Yes,0,Yes,8,Unknown,41.97,Fiber Optic,11,Yes,0,293.79,0,2.0794415416798357,7-12,3,0,293.79,0.4852423816995623,86.49285714285715,2.5071428571428527,1,0
No,57,0,No,DSL,Month-to-month,Yes,Electronic check,55.0,3094.05,Female,65,No,0,No,0,Offer B,0.0,DSL,26,Yes,0,0.0,0,4.060443010546419,49-72,5,0,0.0,0.0,54.28157894736842,0.7184210526315766,0,0
No,65,1,Yes,DSL,Two year,No,Bank transfer (automatic),76.15,4929.55,Male,45,Yes,0,Yes,2,Offer B,21.58,DSL,13,Yes,0,1402.7,0,4.189654742026425,49-72,6,1,1402.7,0.28454929963181225,75.83923076923077,0.3107692307692389,0,0
No,27,1,No,No,One year,No,Mailed check,20.3,595.05,Male,44,No,0,No,0,Unknown,21.66,Unknown,0,No,0,584.82,0,3.332204510175204,25-48,0,0,584.82,0.9828081673808925,22.038888888888888,-1.7388888888888872,1,0
No,6,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.9,469.8,Male,49,No,0,No,0,Unknown,6.32,Fiber Optic,11,Yes,0,37.92,0,1.9459101490553132,0-6,0,0,37.92,0.08071519795657726,78.3,-3.3999999999999915,1,1
No,1,1,No,No,Month-to-month,Yes,Mailed check,19.75,19.75,Male,31,No,0,No,0,Offer E,10.22,Unknown,0,No,0,10.22,0,0.6931471805599453,0-6,0,0,10.22,0.5174683544303798,19.75,0.0,0,0
No,11,1,No,DSL,Month-to-month,No,Credit card (automatic),45.2,492.0,Male,44,No,0,No,0,Offer D,40.59,DSL,22,No,150,446.49,0,2.4849066497880004,7-12,0,1,596.49,1.2123780487804878,44.72727272727273,0.4727272727272762,0,0
Yes,39,1,Yes,No,Two year,No,Mailed check,25.2,987.95,Male,64,Yes,2,Yes,8,Unknown,20.49,Unknown,0,No,0,799.11,0,3.6888794541139363,25-48,0,0,799.11,0.8088567235183967,25.33205128205128,-0.13205128205128247,1,0
No,59,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.75,5496.9,Female,80,No,0,No,0,Offer B,25.57,Fiber Optic,5,Yes,0,1508.63,0,4.0943445622221,49-72,3,0,1508.63,0.27445105423056637,93.16779661016949,-3.417796610169489,0,0
No,26,1,No,DSL,One year,No,Bank transfer (automatic),75.0,1908.35,Male,24,No,0,No,0,Unknown,49.61,DSL,76,Yes,0,1289.86,0,3.295836866004329,25-48,6,1,1289.86,0.6759032672203736,73.39807692307691,1.6019230769230859,1,0
No,2,1,No,DSL,Month-to-month,No,Mailed check,49.95,107.1,Male,71,No,0,No,0,Offer E,37.97,DSL,9,Yes,0,75.94,0,1.0986122886681098,0-6,1,0,75.94,0.7090569561157797,53.55,-3.5999999999999943,0,0
Yes,72,0,No,DSL,Two year,No,Bank transfer (automatic),65.7,4575.35,Female,44,Yes,2,Yes,5,Offer A,0.0,Cable,23,Yes,0,0.0,0,4.290459441148391,49-72,8,1,0.0,0.0,63.54652777777778,2.15347222222222,0,0
No,65,1,Yes,DSL,One year,No,Credit card (automatic),67.05,4309.55,Male,50,Yes,0,Yes,6,Offer B,39.49,DSL,18,Yes,0,2566.85,0,4.189654742026425,49-72,3,1,2566.85,0.5956190321495283,66.30076923076923,0.7492307692307634,0,0
No,6,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,Male,37,No,0,No,0,Unknown,43.37,Fiber Optic,12,Yes,0,260.22,0,1.9459101490553132,0-6,4,1,260.22,0.49817172393988707,87.05833333333334,0.8916666666666657,1,0
No,32,1,No,No,One year,No,Credit card (automatic),19.8,587.7,Male,79,No,0,No,0,Unknown,25.89,Unknown,0,No,0,828.48,0,3.4965075614664802,25-48,0,1,828.48,1.4096988259315977,18.365625,1.4343749999999993,1,0
No,61,0,No,DSL,Two year,Yes,Mailed check,62.15,3778.85,Male,22,Yes,0,Yes,1,Offer B,0.0,DSL,59,Yes,0,0.0,0,4.127134385045092,49-72,7,0,0.0,0.0,61.9483606557377,0.20163934426229702,0,0
No,15,1,No,Fiber optic,Month-to-month,Yes,Electronic check,101.25,1457.25,Female,43,No,0,No,0,Unknown,16.82,Fiber Optic,26,Yes,0,252.3,0,2.772588722239781,13-24,5,0,252.3,0.17313432835820897,97.15,4.099999999999994,1,1
No,72,1,Yes,Fiber optic,Two year,No,Bank transfer (automatic),115.15,8349.45,Male,29,Yes,0,Yes,4,Offer A,35.71,Fiber Optic,58,Yes,0,2571.12,0,4.290459441148391,49-72,8,1,2571.12,0.30793884627131124,115.96458333333334,-0.8145833333333314,0,0
No,9,1,No,No,Month-to-month,Yes,Mailed check,18.95,185.6,Male,59,No,0,No,0,Offer E,49.74,Unknown,0,No,0,447.66,0,2.302585092994046,7-12,0,0,447.66,2.411961206896552,20.62222222222222,-1.6722222222222207,0,1
No,12,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.55,1066.9,Female,33,No,0,No,0,Offer D,18.75,Fiber Optic,25,No,110,225.0,0,2.5649493574615367,7-12,2,0,335.0,0.31399381385321956,88.90833333333335,-2.3583333333333485,0,0
No,37,0,No,DSL,Month-to-month,No,Credit card (automatic),28.6,973.55,Female,31,No,0,No,0,Unknown,0.0,DSL,10,Yes,0,0.0,0,3.6375861597263857,25-48,2,1,0.0,0.0,26.31216216216216,2.2878378378378414,1,1
Yes,61,1,No,No,One year,No,Mailed check,20.4,1226.45,Male,42,Yes,3,Yes,7,Offer B,31.49,Unknown,0,No,0,1920.89,0,4.127134385045092,49-72,0,0,1920.89,1.5662195768274287,20.105737704918035,0.294262295081964,0,0
Yes,18,1,No,No,One year,No,Bank transfer (automatic),19.8,342.3,Male,39,Yes,3,Yes,1,Offer D,45.18,Unknown,0,No,0,813.24,0,2.9444389791664403,13-24,0,1,813.24,2.3758106923751097,19.016666666666666,0.783333333333335,0,0
Yes,21,1,No,DSL,Month-to-month,No,Mailed check,45.65,985.05,Male,60,No,2,No,0,Offer D,19.57,DSL,29,Yes,0,410.97,0,3.091042453358316,13-24,0,0,410.97,0.4172072483630273,46.90714285714286,-1.2571428571428598,0,0
Yes,68,0,No,DSL,Two year,Yes,Mailed check,56.4,3948.45,Male,47,Yes,2,Yes,10,Offer A,0.0,DSL,19,Yes,0,0.0,0,4.23410650459726,49-72,7,0,0.0,0.0,58.065441176470586,-1.665441176470587,0,0
No,2,0,No,DSL,Month-to-month,No,Electronic check,24.35,41.85,Female,79,No,0,No,0,Unknown,0.0,DSL,11,Yes,0,0.0,0,1.0986122886681098,0-6,0,0,0.0,0.0,20.925,3.4250000000000007,1,1
No,62,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.35,6164.7,Female,30,Yes,0,Yes,10,Offer B,15.06,Fiber Optic,82,Yes,0,933.72,0,4.143134726391533,49-72,4,0,933.72,0.15146235826560905,99.43064516129031,1.9193548387096797,0,0
No,29,1,Yes,Fiber optic,Month-to-month,No,Electronic check,98.65,2862.75,Female,76,No,0,No,0,Unknown,20.98,Fiber Optic,16,Yes,0,608.42,0,3.4011973816621555,25-48,4,0,608.42,0.21252991005152386,98.71551724137932,-0.06551724137931103,1,1
Yes,1,0,No,DSL,Month-to-month,No,Mailed check,33.6,33.6,Male,44,No,1,No,0,Offer E,0.0,Cable,19,No,50,0.0,0,0.6931471805599453,0-6,3,0,50.0,1.4880952380952381,33.6,0.0,0,0
No,5,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Male,78,Yes,0,Yes,1,Unknown,6.66,Fiber Optic,14,No,20,33.3,0,1.791759469228055,0-6,1,1,53.3,0.1549643843581916,68.78999999999999,11.110000000000014,1,1
No,1,1,No,No,Month-to-month,No,Electronic check,20.7,20.7,Female,27,No,0,No,0,Unknown,45.86,Unknown,0,No,0,45.86,0,0.6931471805599453,0-6,0,0,45.86,2.2154589371980675,20.7,0.0,1,0
Yes,36,1,No,No,Two year,No,Bank transfer (automatic),20.25,717.95,Female,26,Yes,2,Yes,8,Offer C,42.51,Unknown,0,No,0,1530.36,0,3.6109179126442243,25-48,0,1,1530.36,2.131569050769552,19.943055555555556,0.3069444444444436,0,0
Yes,69,1,Yes,DSL,One year,No,Credit card (automatic),73.7,4885.85,Female,59,Yes,3,Yes,10,Offer A,7.84,Cable,21,Yes,0,540.96,0,4.248495242049359,49-72,5,1,540.96,0.11071973146944748,70.80942028985508,2.8905797101449195,0,0
No,63,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,108.75,6871.7,Female,49,Yes,0,Yes,10,Offer B,20.37,Fiber Optic,26,Yes,0,1283.31,0,4.1588830833596715,49-72,7,0,1283.31,0.18675291412605324,109.07460317460317,-0.324603174603169,0,0
No,23,1,No,No,One year,No,Bank transfer (automatic),20.15,405.6,Male,63,No,0,No,0,Offer D,26.37,Unknown,0,No,0,606.51,0,3.1780538303479458,13-24,0,1,606.51,1.4953402366863904,17.63478260869565,2.515217391304347,0,0
No,10,1,No,No,Month-to-month,No,Credit card (automatic),19.75,208.25,Male,24,No,0,No,0,Offer D,20.29,Unknown,0,No,0,202.9,0,2.3978952727983707,7-12,0,1,202.9,0.9743097238895558,20.825,-1.0749999999999993,0,0
No,71,1,Yes,No,Two year,Yes,Credit card (automatic),25.95,1801.9,Female,42,Yes,0,Yes,2,Offer A,24.71,Unknown,0,No,0,1754.41,0,4.276666119016055,49-72,0,1,1754.41,0.9736444863754925,25.378873239436622,0.5711267605633772,0,0
No,45,1,Yes,DSL,Month-to-month,Yes,Electronic check,70.05,3062.45,Female,80,No,0,No,0,Offer B,18.46,Cable,3,Yes,0,830.7,0,3.828641396489095,25-48,5,0,830.7,0.27125340821890975,68.05444444444444,1.9955555555555549,0,0
Yes,70,1,Yes,No,Two year,No,Mailed check,24.05,1764.75,Female,24,Yes,2,Yes,4,Offer A,4.27,Unknown,0,No,0,298.9,0,4.2626798770413155,49-72,0,0,298.9,0.16937243235585775,25.210714285714285,-1.1607142857142847,0,0
Yes,22,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.75,1816.75,Female,32,No,2,No,0,Offer D,33.73,Fiber Optic,19,Yes,0,742.06,0,3.1354942159291497,13-24,2,0,742.06,0.408454658043209,82.57954545454545,2.1704545454545467,0,0
Yes,52,1,Yes,No,Two year,No,Mailed check,23.05,1255.1,Female,42,Yes,2,Yes,1,Unknown,19.21,Unknown,0,No,0,998.92,0,3.970291913552122,49-72,0,0,998.92,0.7958887738028843,24.13653846153846,-1.08653846153846,1,0
No,55,1,Yes,Fiber optic,One year,Yes,Electronic check,104.15,5743.05,Male,21,Yes,0,Yes,1,Offer B,10.61,Fiber Optic,76,Yes,0,583.55,0,4.02535169073515,49-72,6,0,583.55,0.10160977181114564,104.41909090909091,-0.26909090909090594,0,1
No,65,0,No,DSL,Two year,No,Credit card (automatic),59.95,3921.1,Female,45,No,0,No,0,Unknown,0.0,Cable,22,Yes,0,0.0,0,4.189654742026425,49-72,7,1,0.0,0.0,60.324615384615385,-0.3746153846153817,1,0
Yes,72,1,No,No,Two year,No,Bank transfer (automatic),19.55,1463.45,Female,58,Yes,1,Yes,6,Unknown,17.33,Unknown,0,No,0,1247.76,0,4.290459441148391,49-72,0,1,1247.76,0.852615395127951,20.325694444444444,-0.7756944444444436,1,0
No,10,1,No,No,One year,No,Bank transfer (automatic),19.6,189.45,Male,23,Yes,0,Yes,3,Offer D,39.35,Unknown,0,No,0,393.5,0,2.3978952727983707,7-12,0,1,393.5,2.0770651887041436,18.945,0.6550000000000011,0,0
Yes,7,1,No,No,One year,No,Mailed check,20.05,96.8,Female,56,No,3,No,0,Offer E,49.66,Unknown,0,No,0,347.62,0,2.0794415416798357,7-12,0,0,347.62,3.591115702479339,13.828571428571427,6.221428571428573,0,0
No,5,1,No,Fiber optic,Month-to-month,Yes,Electronic check,85.55,408.5,Male,67,No,0,No,0,Offer E,18.38,Fiber Optic,15,Yes,0,91.9,0,1.791759469228055,0-6,3,0,91.9,0.22496940024479806,81.7,3.8499999999999943,0,0
Yes,24,1,Yes,DSL,Two year,No,Credit card (automatic),78.6,1846.65,Female,63,Yes,3,Yes,8,Offer C,21.43,DSL,56,Yes,0,514.32,0,3.2188758248682006,13-24,5,1,514.32,0.27851514905369185,76.94375000000001,1.6562499999999858,0,0
Yes,72,1,Yes,Fiber optic,Two year,Yes,Credit card (automatic),116.8,8456.75,Female,25,Yes,2,Yes,2,Unknown,16.01,Fiber Optic,59,Yes,0,1152.72,0,4.290459441148391,49-72,8,1,1152.72,0.13630768321163567,117.45486111111111,-0.6548611111111171,1,0
No,21,0,No,DSL,Month-to-month,Yes,Mailed check,43.55,1011.5,Male,29,No,0,No,0,Offer D,0.0,DSL,26,Yes,0,0.0,0,3.091042453358316,13-24,4,0,0.0,0.0,48.166666666666664,-4.616666666666667,0,0
No,69,0,No,DSL,One year,Yes,Credit card (automatic),60.8,4263.4,Male,23,Yes,0,Yes,7,Unknown,0.0,DSL,42,Yes,0,0.0,0,4.248495242049359,49-72,7,1,0.0,0.0,61.78840579710145,-0.9884057971014499,1,0
Yes,61,1,Yes,DSL,One year,Yes,Electronic check,65.2,3965.05,Female,74,Yes,1,Yes,9,Offer B,39.31,DSL,10,Yes,0,2397.91,0,4.127134385045092,49-72,2,0,2397.91,0.604761604519489,65.00081967213114,0.1991803278688593,0,0
No,24,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Male,73,No,0,No,0,Unknown,3.23,Fiber Optic,26,Yes,0,77.52,0,3.2188758248682006,13-24,4,1,77.52,0.03104898465975087,104.02916666666665,-1.0791666666666515,1,1
No,1,1,No,Fiber optic,Month-to-month,No,Electronic check,90.6,90.6,Female,41,No,0,No,0,Offer E,31.68,Fiber Optic,22,Yes,0,31.68,0,0.6931471805599453,0-6,3,0,31.68,0.34966887417218545,90.6,0.0,0,1
No,14,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.1,1013.35,Male,73,Yes,0,Yes,8,Unknown,45.46,Fiber Optic,4,Yes,0,636.44,0,2.70805020110221,13-24,0,0,636.44,0.6280554596141511,72.38214285714285,2.7178571428571416,1,0
No,7,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,Male,26,No,0,No,0,Offer E,45.13,Unknown,0,No,0,315.91,0,2.0794415416798357,7-12,0,1,315.91,2.065446224256293,21.849999999999998,3.200000000000003,0,0
No,48,1,No,Fiber optic,One year,No,Electronic check,75.15,3772.65,Female,64,No,0,No,0,Unknown,41.26,Fiber Optic,23,Yes,0,1980.48,0,3.8918202981106265,25-48,1,0,1980.48,0.5249572581607093,78.596875,-3.4468749999999915,1,0
Yes,55,1,No,No,One year,No,Mailed check,19.5,1026.35,Male,43,Yes,3,Yes,5,Unknown,36.23,Unknown,0,No,0,1992.65,0,4.02535169073515,49-72,0,0,1992.65,1.941491693866615,18.66090909090909,0.8390909090909098,1,0
No,1,1,No,No,Month-to-month,No,Credit card (automatic),19.3,19.3,Male,50,No,0,No,0,Offer E,16.36,Unknown,0,No,0,16.36,0,0.6931471805599453,0-6,0,1,16.36,0.8476683937823833,19.3,0.0,0,0
No,45,1,No,Fiber optic,One year,No,Credit card (automatic),112.2,5031.85,Male,57,No,0,No,0,Unknown,28.72,Fiber Optic,3,Yes,0,1292.4,0,3.828641396489095,25-48,8,1,1292.4,0.25684390432942156,111.81888888888889,0.3811111111111103,1,0
No,3,1,No,Fiber optic,Month-to-month,Yes,Mailed check,70.3,220.4,Male,35,No,0,No,0,Unknown,9.74,Fiber Optic,27,Yes,0,29.22,0,1.3862943611198906,0-6,0,0,29.22,0.1325771324863884,73.46666666666667,-3.1666666666666714,1,0
No,71,1,No,No,Two year,No,Mailed check,19.6,1416.5,Female,46,Yes,0,Yes,2,Unknown,37.83,Unknown,0,No,0,2685.93,0,4.276666119016055,49-72,0,0,2685.93,1.896173667490293,19.950704225352112,-0.35070422535211065,1,0
No,3,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.85,256.6,Female,61,Yes,0,Yes,1,Offer E,44.34,Fiber Optic,29,Yes,0,133.02,0,1.3862943611198906,0-6,0,0,133.02,0.518394388152767,85.53333333333335,-9.683333333333351,0,1
Yes,1,1,No,Fiber optic,Month-to-month,Yes,Electronic check,68.5,68.5,Male,39,Yes,0,Yes,1,Offer E,30.62,Fiber Optic,11,Yes,0,30.62,0,0.6931471805599453,0-6,0,0,30.62,0.447007299270073,68.5,0.0,0,1
No,72,1,Yes,Fiber optic,Two year,Yes,Credit card (automatic),115.75,8443.7,Female,75,Yes,0,Yes,2,Offer A,44.89,Fiber Optic,24,No,120,3232.08,0,4.290459441148391,49-72,7,1,3352.08,0.3969918400701114,117.27361111111112,-1.5236111111111228,0,0
No,11,1,No,Fiber optic,Month-to-month,Yes,Electronic check,73.5,791.75,Male,30,No,0,No,0,Unknown,38.88,Fiber Optic,30,Yes,0,427.68,0,2.4849066497880004,7-12,1,0,427.68,0.5401705083675402,71.97727272727273,1.5227272727272663,1,1
No,71,1,Yes,DSL,Two year,No,Bank transfer (automatic),80.6,5708.2,Male,51,No,0,No,0,Unknown,12.27,DSL,21,Yes,0,871.17,0,4.276666119016055,49-72,7,1,871.17,0.15261728741109282,80.39718309859154,0.202816901408454,1,0
No,56,1,Yes,Fiber optic,One year,No,Electronic check,95.65,5471.75,Female,80,Yes,0,Yes,10,Offer B,11.55,Fiber Optic,27,Yes,0,646.8,1,4.04305126783455,49-72,5,0,646.8,0.1182071549321515,97.70982142857143,-2.059821428571425,0,0
No,1,1,No,No,Month-to-month,No,Credit card (automatic),19.95,19.95,Female,58,No,0,No,0,Unknown,38.84,Unknown,0,No,0,38.84,0,0.6931471805599453,0-6,0,1,38.84,1.9468671679197997,19.95,0.0,1,0
Yes,57,1,No,No,One year,No,Mailed check,19.4,1061.6,Male,45,Yes,2,Yes,1,Unknown,41.56,Unknown,0,No,0,2368.92,0,4.060443010546419,49-72,0,0,2368.92,2.231461944235117,18.62456140350877,0.7754385964912274,1,0
Yes,56,0,No,DSL,One year,Yes,Credit card (automatic),36.1,1971.5,Male,61,Yes,1,Yes,1,Unknown,0.0,DSL,28,No,60,0.0,0,4.04305126783455,49-72,2,1,60.0,0.03043367993913264,35.205357142857146,0.8946428571428555,1,0
No,8,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.0,773.65,Male,59,No,0,No,0,Unknown,23.89,Fiber Optic,14,Yes,0,191.12,0,2.1972245773362196,7-12,3,0,191.12,0.24703677373489305,96.70625,-2.706249999999997,1,1
Yes,22,1,No,DSL,Month-to-month,No,Mailed check,61.15,1422.05,Female,21,Yes,3,Yes,1,Offer D,42.98,DSL,30,No,80,945.56,0,3.1354942159291497,13-24,3,0,1025.56,0.7211842058999332,64.63863636363637,-3.488636363636367,0,1
No,1,1,No,No,Month-to-month,No,Mailed check,19.75,19.75,Female,59,No,0,No,0,Unknown,41.28,Unknown,0,No,0,41.28,0,0.6931471805599453,0-6,0,0,41.28,2.090126582278481,19.75,0.0,1,0
Yes,40,1,No,DSL,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,Female,63,No,1,No,0,Unknown,20.13,DSL,10,Yes,0,805.2,0,3.713572066704308,25-48,4,1,805.2,0.327270510293251,61.50875,2.591249999999995,1,0
Yes,46,1,No,No,Two year,No,Credit card (automatic),19.75,856.5,Male,62,Yes,3,No,0,Unknown,7.67,Unknown,0,No,0,352.82,0,3.8501476017100584,25-48,0,1,352.82,0.4119322825452423,18.619565217391305,1.1304347826086953,1,0
Yes,68,1,Yes,Fiber optic,Two year,Yes,Electronic check,110.2,7467.5,Male,51,Yes,3,Yes,1,Unknown,18.47,Fiber Optic,75,Yes,0,1255.96,0,4.23410650459726,49-72,6,0,1255.96,0.16819015734851023,109.81617647058823,0.3838235294117709,1,0
Yes,69,1,No,Fiber optic,Two year,Yes,Credit card (automatic),106.35,7261.75,Male,38,Yes,2,Yes,1,Unknown,42.9,Fiber Optic,24,Yes,0,2960.1,0,4.248495242049359,49-72,7,1,2960.1,0.40762901504458293,105.2427536231884,1.107246376811588,1,0
No,56,1,Yes,Fiber optic,Month-to-month,No,Electronic check,90.55,5116.6,Female,63,Yes,0,Yes,1,Unknown,2.8,Fiber Optic,20,No,40,156.8,0,4.04305126783455,49-72,4,0,196.8,0.03846304186373764,91.36785714285715,-0.8178571428571502,1,0
Yes,10,1,No,DSL,One year,Yes,Mailed check,65.9,660.05,Female,32,Yes,2,Yes,1,Offer D,42.0,DSL,14,Yes,0,420.0,0,2.3978952727983707,7-12,4,0,420.0,0.6363154306491933,66.005,-0.10499999999998977,0,0
No,63,1,Yes,Fiber optic,One year,No,Credit card (automatic),104.5,6590.8,Male,26,No,0,No,0,Unknown,21.45,Fiber Optic,85,Yes,0,1351.35,0,4.1588830833596715,49-72,6,1,1351.35,0.2050358074892274,104.61587301587302,-0.11587301587302079,1,0
Yes,24,0,No,DSL,Two year,Yes,Mailed check,52.5,1208.15,Female,34,Yes,3,Yes,1,Offer C,0.0,DSL,75,Yes,0,0.0,0,3.2188758248682006,13-24,7,0,0.0,0.0,50.33958333333334,2.160416666666663,0,0
No,19,1,Yes,DSL,Month-to-month,Yes,Mailed check,56.1,1033.9,Female,54,No,0,No,0,Offer D,36.88,DSL,27,Yes,0,700.72,0,2.995732273553991,13-24,1,0,700.72,0.6777444627139955,54.415789473684214,1.6842105263157876,0,0
No,29,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.45,2467.1,Male,37,Yes,0,No,0,Unknown,28.37,Fiber Optic,12,Yes,0,822.73,0,3.4011973816621555,25-48,2,0,822.73,0.3334806047586235,85.07241379310345,-0.6224137931034477,1,1
No,13,1,Yes,DSL,One year,Yes,Mailed check,75.3,989.45,Male,20,Yes,0,Yes,1,Offer D,41.22,Cable,82,Yes,0,535.86,0,2.6390573296152584,13-24,4,0,535.86,0.5415736014957805,76.11153846153846,-0.8115384615384613,0,1
No,70,1,Yes,No,Two year,Yes,Bank transfer (automatic),26.0,2006.95,Female,44,Yes,0,Yes,1,Unknown,14.15,Unknown,0,No,0,990.5,0,4.2626798770413155,49-72,0,1,990.5,0.4935349659931737,28.670714285714286,-2.6707142857142863,1,0
No,49,1,No,Fiber optic,Month-to-month,No,Electronic check,99.4,5025.0,Female,20,Yes,0,Yes,1,Unknown,12.39,Fiber Optic,46,No,10,607.11,0,3.912023005428146,49-72,5,0,617.11,0.12280796019900497,102.55102040816327,-3.1510204081632622,1,0
No,43,1,Yes,Fiber optic,One year,Yes,Mailed check,109.55,4830.25,Female,74,Yes,0,Yes,7,Offer B,8.75,Fiber Optic,13,Yes,0,376.25,0,3.784189633918261,25-48,6,0,376.25,0.07789451891724031,112.3313953488372,-2.781395348837208,0,1
Yes,42,1,No,DSL,One year,No,Electronic check,73.15,3088.25,Male,54,Yes,2,Yes,1,Unknown,14.8,DSL,23,Yes,0,621.6,0,3.7612001156935624,25-48,6,0,621.6,0.20127904152837367,73.5297619047619,-0.3797619047618923,1,0
No,57,1,No,DSL,One year,Yes,Mailed check,54.65,3134.7,Male,57,No,0,No,0,Unknown,9.32,DSL,20,Yes,0,531.24,0,4.060443010546419,49-72,3,0,531.24,0.16947076275241651,54.99473684210526,-0.344736842105263,1,0
No,2,1,No,DSL,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Male,73,No,0,No,0,Unknown,5.57,Cable,24,Yes,0,11.14,0,1.0986122886681098,0-6,3,1,11.14,0.11782125859333686,47.275,19.125000000000007,1,1
No,72,1,Yes,Fiber optic,Two year,Yes,Credit card (automatic),115.55,8312.4,Female,23,Yes,0,Yes,1,Unknown,1.67,Fiber Optic,59,Yes,0,120.24,0,4.290459441148391,49-72,8,1,120.24,0.014465136422693807,115.44999999999999,0.10000000000000853,1,0
